week_start,restaurant_id,revenue,expenses,profit,total_sold,n_menu_items,has_promotion,special_event,n_active_days,margin_pct,week_of_year,month,quarter,week_sin,week_cos,month_sin,month_cos,revenue_lag_1w,expenses_lag_1w,profit_lag_1w,revenue_lag_2w,expenses_lag_2w,profit_lag_2w,revenue_lag_4w,expenses_lag_4w,profit_lag_4w,revenue_lag_8w,expenses_lag_8w,profit_lag_8w,sold_lag_1w,sold_lag_4w,revenue_roll4w,expenses_roll4w,profit_roll4w,revenue_roll8w,expenses_roll8w,profit_roll8w,revenue_roll12w,expenses_roll12w,profit_roll12w,sold_roll4w,revenue_std4w,expenses_std4w,profit_std4w,revenue_trend,expenses_trend,profit_trend,revenue_lag_52w,profit_lag_52w,avg_price_lag1,margin_lag1,margin_roll4,promo_x_revenue,event_x_revenue,days_active_lag1,restaurant_type_Cafe,restaurant_type_Casual Dining,restaurant_type_Fine Dining,restaurant_type_Food Stall,restaurant_type_Kopitiam
2024-04-22,1,9919.82,2932.8,6987.02,1706,4,1,0,4,0.7043494740831991,17,4,2,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,11340.830000000002,3974.8999999999996,7365.93,12149.630000000001,4289.6,7860.030000000001,8693.880000000001,2803.1,5890.78,2327.3,721.0,1606.3,1713.0,1453.0,9642.155,3274.2000000000003,6367.955,11296.38625,3859.075,7437.31125,11842.508333333333,4092.4916666666663,7750.016666666667,1778.75,2625.890491655488,1047.8514303087045,1581.307860864965,2646.9500000000007,1171.7999999999997,1475.1500000000005,,,6.616586931155194,0.6494481049354468,0.6603601207281227,11340.830000000002,0.0,4.0,0,0,0,1,0
2024-04-29,1,7406.91,2642.4,4764.51,1343,2,1,0,3,0.6432520443747798,18,4,2,0.8229838658936565,-0.5680647467311557,0.8660254037844387,-0.4999999999999998,9919.82,2932.8,6987.02,11340.830000000002,3974.8999999999996,7365.93,6384.28,2029.1999999999998,4355.08,17541.2,7099.599999999999,10441.6,1706.0,768.0,9948.640000000001,3306.625,6642.015,12245.45125,4135.55,8109.901250000001,11801.082499999999,3992.4583333333335,7808.624166666667,1842.0,2548.7279688895856,1030.2736024150727,1565.9622826130471,3535.54,903.6000000000004,2631.9400000000005,,,5.811259519625073,0.7042784769807335,0.6675633490256934,9919.82,0.0,4.0,0,0,0,1,0
2024-05-06,1,8323.18,2542.1,5781.08,1201,3,0,0,3,0.6945758712415206,19,5,2,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,7406.91,2642.4,4764.51,9919.82,2932.8,6987.02,12149.630000000001,4289.6,7860.030000000001,23184.21,7373.9,15810.310000000001,1343.0,3181.0,10204.2975,3459.925,6744.372500000001,10978.665,3578.4,7400.265,12244.970833333333,4157.45,8087.520833333333,1985.75,2080.250700618805,795.7737843340473,1367.4500248363731,-4742.720000000001,-1647.2000000000003,-3095.5200000000004,,,5.51109375,0.6431652112404174,0.6608697590638588,0.0,0.0,3.0,0,0,0,1,0
2024-05-13,1,7424.52,2200.5,5224.02,1132,3,1,0,3,0.7036172035363902,20,5,2,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,8323.18,2542.1,5781.08,7406.91,2642.4,4764.51,11340.830000000002,3974.8999999999996,7365.93,8749.76,2581.3,6168.46,1201.0,1713.0,9247.685000000001,3023.05,6224.635,9121.036250000001,2974.425,6146.61125,11143.433333333334,3771.8916666666664,7371.541666666667,1490.75,1739.3661244737111,655.8380923164892,1184.974151462103,-3017.6500000000015,-1432.7999999999997,-1584.8500000000004,,,6.924442595673877,0.6944924304856454,0.67302919279876,8323.18,0.0,3.0,0,0,0,1,0
2024-05-20,1,1159.72,330.3,829.4200000000001,367,1,0,0,1,0.7151898734177216,21,5,2,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,7424.52,2200.5,5224.02,8323.18,2542.1,5781.08,9919.82,2932.8,6987.02,8693.880000000001,2803.1,5890.78,1132.0,1706.0,8268.6075,2579.45,5689.1575,8955.38125,2926.825,6028.55625,10287.126666666667,3432.5333333333333,6854.593333333334,1345.5,1181.0288123884607,302.1131410581144,959.8997704751944,-2495.2999999999993,-732.3000000000002,-1763.0,,,6.552974404236541,0.7035224469128089,0.687959797366441,0.0,0.0,3.0,0,0,0,1,0
2024-05-27,1,5802.23,1934.0,3868.2299999999996,699,3,1,0,3,0.6666798799771811,22,5,2,0.46472317204376906,-0.8854560256532096,0.49999999999999994,-0.8660254037844387,1159.72,330.3,829.4200000000001,7424.52,2200.5,5224.02,7406.91,2642.4,4764.51,6384.28,2029.1999999999998,4355.08,367.0,1343.0,6078.5825,1928.825,4149.7575,8013.611250000001,2617.725,5395.8862500000005,10189.828333333333,3399.9750000000004,6789.8533333333335,1010.75,3307.034317535634,1082.3408254796648,2252.2444189500534,-6247.19,-2312.1,-3935.09,,,3.151413043478261,0.7145737128678752,0.6825727753509389,1159.72,0.0,1.0,0,0,0,1,0
2024-06-03,1,6968.68,2034.8,4933.88,430,2,0,0,2,0.7080078293163125,23,6,2,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,5802.23,1934.0,3868.2299999999996,1159.72,330.3,829.4200000000001,8323.18,2542.1,5781.08,12149.630000000001,4289.6,7860.030000000001,699.0,1201.0,5677.4125,1751.725,3925.6875,7940.8550000000005,2605.825,5335.03,9211.580833333333,2969.5083333333337,6242.072499999999,849.75,3187.3497461828238,979.755896044181,2214.973469026585,-2520.9500000000007,-608.0999999999999,-1912.8500000000004,,,8.2889,0.6665649991470267,0.6913353864306264,0.0,0.0,3.0,0,0,0,1,0
2024-06-10,1,7535.85,2426.3,5109.55,945,3,0,0,4,0.6780323387540887,24,6,2,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,6968.68,2034.8,4933.88,5802.23,1934.0,3868.2299999999996,7424.52,2200.5,5224.02,11340.830000000002,3974.8999999999996,7365.93,430.0,1132.0,5338.7875,1624.9,3713.8875,7293.23625,2323.9750000000004,4969.2612500000005,7860.286666666668,2524.5833333333335,5335.703333333334,657.0,2868.5776814462797,870.0316737529367,2009.3826774638183,-455.84000000000015,-165.70000000000005,-290.1400000000003,,,16.16863109048724,0.7079062453369451,0.6955122277805998,0.0,0.0,2.0,0,0,0,1,0
2024-06-17,1,14908.439999999999,5554.7,9353.74,2398,5,1,0,5,0.6274123919068663,25,6,2,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,7535.85,2426.3,5109.55,6968.68,2034.8,4933.88,1159.72,330.3,829.4200000000001,9919.82,2932.8,6987.02,945.0,367.0,5366.62,1681.35,3685.27,6817.61375,2130.4,4687.21375,7759.1275,2511.6666666666665,5247.4608333333335,610.25,2895.969539354085,925.3910038464838,1981.3256534115394,6376.13,2096.0,4280.13,,,7.966014799154334,0.677942376457008,0.6865743104020031,7535.85,0.0,4.0,0,0,0,1,0
2024-06-24,1,10777.5,3626.6,7150.9,890,2,1,0,3,0.6635026675945256,26,6,2,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,14908.439999999999,5554.7,9353.74,7535.85,2426.3,5109.55,5802.23,1934.0,3868.2299999999996,7406.91,2642.4,4764.51,2398.0,699.0,8803.8,2987.45,5816.35,7441.19125,2458.1375,4983.05375,8277.0075,2740.9666666666667,5536.0408333333335,1118.0,4133.255964789344,1724.6217759265355,2421.199364461064,9106.21,3620.7,5485.51,,,6.214439349729053,0.6273703103537088,0.6605885426131202,14908.439999999999,0.0,5.0,0,0,0,1,0
2024-07-01,1,7037.82,2987.5,4050.32,1548,3,1,0,3,0.575507756663285,27,7,3,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,10777.5,3626.6,7150.9,14908.439999999999,5554.7,9353.74,6968.68,2034.8,4933.88,8323.18,2542.1,5781.08,890.0,430.0,10047.6175,3410.6,6637.0175,7862.514999999999,2581.1625,5281.3525,8643.109166666667,2874.0833333333335,5769.025833333333,1165.75,3649.1622757045243,1581.7177308230428,2071.914627687394,3808.8199999999997,1591.8,2217.0199999999995,,,12.095959595959595,0.6634411096163659,0.6604906097779122,10777.5,0.0,3.0,0,0,0,1,0
2024-07-08,1,2500.44,784.0,1716.44,392,1,0,0,2,0.6864551838876358,28,7,3,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,7037.82,2987.5,4050.32,10777.5,3626.6,7150.9,7535.85,2426.3,5109.55,7424.52,2200.5,5224.02,1548.0,945.0,10064.9025,3648.775,6416.1275,7701.845,2636.8375,5065.007500000001,8217.125,2765.5750000000003,5451.55,1445.25,3629.8294597439453,1361.9558959452372,2343.334356387281,-498.03000000000065,561.1999999999998,-1059.23,,,4.543460296965784,0.575425994697975,0.6374120452686681,0.0,0.0,3.0,0,0,0,1,0
2024-07-15,1,7713.28,2287.8,5425.4800000000005,1274,3,0,0,4,0.7033946647859277,29,7,3,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,2500.44,784.0,1716.44,7037.82,2987.5,4050.32,14908.439999999999,5554.7,9353.74,1159.72,330.3,829.4200000000001,392.0,2398.0,8806.05,3238.2,5567.85,7086.335,2459.775,4626.5599999999995,7480.425833333334,2499.6666666666665,4980.759166666667,1307.0,5291.91627609508,1966.6362941157495,3365.276941729065,-12407.999999999998,-4770.7,-7637.299999999999,,,6.3624427480916035,0.6861807598823078,0.6322037458626897,0.0,0.0,2.0,0,0,0,1,0
2024-07-22,1,15580.2,6164.599999999999,9415.6,2207,2,1,0,5,0.6043311382395604,30,7,3,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,7713.28,2287.8,5425.4800000000005,2500.44,784.0,1716.44,10777.5,3626.6,7150.9,5802.23,1934.0,3868.2299999999996,1274.0,890.0,7007.26,2421.4750000000004,4585.785,7905.53,2704.4625,5201.0675,7296.5475,2445.9166666666665,4850.630833333334,1026.0,3416.8959755895457,1220.9154963250594,2295.268041827215,-3064.2200000000003,-1338.7999999999997,-1725.4199999999992,,,6.04963137254902,0.7033034839285067,0.6543400216316175,7713.28,0.0,4.0,0,0,0,1,0
2024-07-29,1,4787.96,1469.5,3318.46,577,3,0,0,3,0.6930843198355876,31,7,3,-0.5680647467311556,-0.8229838658936565,-0.4999999999999997,-0.8660254037844388,15580.2,6164.599999999999,9415.6,7713.28,2287.8,5425.4800000000005,7037.82,2987.5,4050.32,6968.68,2034.8,4933.88,2207.0,1548.0,8207.935,3055.975,5151.960000000001,9127.77625,3233.2875000000004,5894.48875,7977.655,2739.433333333333,5238.221666666667,1355.25,5432.606590072581,2267.171618816419,3228.510884809487,8542.380000000001,3177.0999999999995,5365.280000000001,,,7.05625,0.6042923523220292,0.6276039461879039,0.0,0.0,5.0,0,0,0,1,0
2024-08-05,1,12495.99,4589.7,7906.29,1856,4,1,0,4,0.6327061721400226,32,8,3,-0.663122658240795,-0.7485107481711013,-0.8660254037844384,-0.5000000000000004,4787.96,1469.5,3318.46,15580.2,6164.599999999999,9415.6,2500.44,784.0,1716.44,7535.85,2426.3,5109.55,577.0,392.0,7645.47,2676.475,4968.995000000001,8855.186249999999,3162.625,5692.561250000001,7683.053333333333,2650.0499999999997,5033.003333333333,1112.5,5703.836003661632,2405.2951688237067,3330.86847511276,2287.52,685.5,1602.02,,,8.283667820069205,0.6929395944004544,0.6498416916564115,4787.96,0.0,3.0,0,0,0,1,0
2024-08-12,1,15451.59,5420.1,10031.490000000002,1845,4,1,0,4,0.6492205656505254,33,8,3,-0.7485107481711011,-0.6631226582407952,-0.8660254037844384,-0.5000000000000004,12495.99,4589.7,7906.29,4787.96,1469.5,3318.46,7713.28,2287.8,5425.4800000000005,14908.439999999999,5554.7,9353.74,1856.0,1274.0,10144.3575,3627.8999999999996,6516.4575,9475.203749999999,3433.0499999999997,6042.1537499999995,8105.675833333334,2849.15,5256.525833333334,1478.5,4819.394536276492,2145.8847980883456,2692.8350320108716,4782.71,2301.8999999999996,2480.8099999999995,,,6.729127625201938,0.632655543454864,0.6423093025553807,12495.99,0.0,4.0,0,0,0,1,0
2024-08-19,1,12115.93,3934.6,8181.330000000001,1501,4,0,0,3,0.6752539838047926,34,8,3,-0.8229838658936564,-0.5680647467311559,-0.8660254037844384,-0.5000000000000004,15451.59,5420.1,10031.490000000002,12495.99,4589.7,7906.29,15580.2,6164.599999999999,9415.6,10777.5,3626.6,7150.9,1845.0,2207.0,12078.935000000001,4410.975,7667.960000000001,9543.0975,3416.225,6126.8725,9296.664999999999,3273.2999999999997,6023.365000000001,1621.25,5065.106437608199,2063.7951858570314,3034.0001686112873,-128.61000000000058,-744.4999999999991,615.8900000000012,,,8.370308775731312,0.6491785519450138,0.6347683162202445,0.0,0.0,4.0,0,0,0,1,0
2024-08-26,1,18084.87,5869.099999999999,12215.77,1976,4,1,0,4,0.6754690523072602,35,8,3,-0.8854560256532096,-0.4647231720437691,-0.8660254037844384,-0.5000000000000004,12115.93,3934.6,8181.330000000001,15451.59,5420.1,10031.490000000002,4787.96,1469.5,3318.46,7037.82,2987.5,4050.32,1501.0,577.0,11212.8675,3853.475,7359.392500000001,9710.401249999999,3454.725,6255.67625,9822.806666666665,3440.0166666666664,6382.790000000001,1444.75,4535.347470866117,1701.5932933087531,2854.4654285566303,7327.97,2465.1,4862.870000000001,,,8.066531291611184,0.6751982556637697,0.6562760350075476,12115.93,0.0,3.0,0,0,0,1,0
2024-09-02,1,11037.93,3348.0,7689.93,372,1,1,1,2,0.6966822583582248,36,9,3,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,18084.87,5869.099999999999,12215.77,12115.93,3934.6,8181.330000000001,12495.99,4589.7,7906.29,2500.44,784.0,1716.44,1976.0,1856.0,14537.095,4953.375,9583.720000000001,11091.2825,3814.925,7276.3575,10749.155833333332,3759.5416666666665,6989.614166666666,1794.5,2795.899267015893,861.499953085697,1992.3733161232553,5588.879999999999,1279.3999999999996,4309.4800000000005,,,9.14763277693475,0.6754317044189746,0.65921429183122,18084.87,18084.87,4.0,0,0,0,1,0
2024-09-09,1,5602.26,1474.6999999999998,4127.5599999999995,588,3,0,0,3,0.7367669476247085,37,9,3,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,11037.93,3348.0,7689.93,18084.87,5869.099999999999,12215.77,15451.59,5420.1,10031.490000000002,7713.28,2287.8,5425.4800000000005,372.0,1845.0,14172.58,4642.95,9529.630000000001,12158.46875,4135.425,8023.043750000001,11040.995833333334,3836.35,7204.645833333333,1423.5,3214.432011475746,1195.276979058268,2055.044244389881,-4413.66,-2072.1000000000004,-2341.5600000000013,,,29.59230563002681,0.696619146964425,0.672351657097219,0.0,0.0,2.0,0,0,0,1,0
2024-09-16,1,6355.08,1867.5,4487.58,1639,3,0,0,3,0.7061405993315584,38,9,3,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,5602.26,1474.6999999999998,4127.5599999999995,11037.93,3348.0,7689.93,12115.93,3934.6,8181.330000000001,15580.2,6164.599999999999,9415.6,588.0,1501.0,11710.2475,3656.6000000000004,8053.647500000001,11894.591250000001,4033.7875,7860.803750000001,10265.480833333333,3496.3500000000004,6769.130833333334,1109.25,5117.288097852711,1810.0056924404023,3310.892125660139,-6513.67,-2459.9,-4053.7700000000013,,,9.511477079796265,0.736635458643718,0.6876848516778423,0.0,0.0,3.0,0,0,0,1,0
2024-09-23,1,9434.35,3028.8999999999996,6405.45,1792,4,1,0,3,0.6789497951634187,39,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,6355.08,1867.5,4487.58,5602.26,1474.6999999999998,4127.5599999999995,18084.87,5869.099999999999,12215.77,4787.96,1469.5,3318.46,1639.0,1976.0,10270.035,3139.825,7130.21,10741.451249999998,3496.6499999999996,7244.80125,9896.945833333333,3349.7583333333337,6547.1875,1143.75,5738.068923453257,1990.287334992947,3749.471399695338,-11729.789999999999,-4001.5999999999995,-7728.1900000000005,,,3.8750487804878047,0.7060295024606361,0.6942055985594441,6355.08,0.0,3.0,0,0,0,1,0
2024-09-30,1,3491.69,1189.4,2302.29,790,2,0,0,2,0.6593626581970335,40,9,3,-0.992708874098054,0.1205366802553232,-1.0,-1.8369701987210297e-16,9434.35,3028.8999999999996,6405.45,6355.08,1867.5,4487.58,11037.93,3348.0,7689.93,12495.99,4589.7,7906.29,1792.0,372.0,8107.405000000001,2429.7749999999996,5677.63,11322.25,3691.575,7630.675,10096.656666666666,3353.2083333333335,6743.448333333334,1097.75,2562.2356244303605,900.0758019004077,1673.1217578526625,-1603.58,-319.10000000000036,-1284.4800000000005,,,5.261767986614613,0.6788778370701669,0.7002153937796644,0.0,0.0,3.0,0,0,0,1,0
2024-10-07,1,20549.61,6894.599999999999,13655.01,2649,4,1,0,6,0.6644899830215756,41,10,4,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,3491.69,1189.4,2302.29,9434.35,3028.8999999999996,6405.45,5602.26,1474.6999999999998,4127.5599999999995,15451.59,5420.1,10031.490000000002,790.0,588.0,6220.845,1890.125,4330.719999999999,10196.7125,3266.5375,6930.175,10179.260833333334,3386.991666666667,6792.269166666668,1202.25,2461.4066328355243,808.4787870851418,1681.7562133079775,-2110.57,-285.2999999999997,-1825.2699999999995,,,4.414273072060682,0.6591738745780473,0.6960507695064726,3491.69,0.0,2.0,0,0,0,1,0
